0.000000000,0.000000000,0.000000000,15.000000000,0.000000000,0.000000000,0.000000000
0.150000000,0.000000000,0.001500000,15.000000000,0.000000000,0.000000000,0.000000000
0.300000000,0.000000000,0.003000000,15.000000000,0.000000000,0.001255482,0.000118629
0.449999999,0.000017794,0.004500000,15.000000000,0.000012555,0.003585781,0.000326326
0.599999990,0.000068627,0.006000000,15.000000000,0.000048413,0.006836226,0.000599575
0.749999959,0.000165825,0.007500000,15.000000000,0.000116775,0.010874398,0.000919776
0.899999878,0.000321307,0.009000000,15.000000000,0.000225519,0.015586924,0.001272322
1.049999710,0.000545983,0.010500000,15.000000000,0.000381388,0.020876732,0.001645832
1.199999402,0.000850066,0.012000000,15.000000000,0.000590155,0.026660708,0.002031527
1.349998886,0.001243318,0.013500000,15.000000000,0.000856763,0.032867680,0.002422720
1.499998080,0.001735240,0.015000000,15.000000000,0.001185439,0.039436701,0.002814392
1.649996880,0.002335213,0.016500000,15.000000000,0.001579806,0.046315573,0.003202855
1.799995164,0.003052609,0.018000000,15.000000000,0.002042962,0.053459588,0.003585469
1.949992788,0.003896869,0.019500000,15.000000000,0.002577558,0.060830449,0.003960421
2.099989582,0.004877559,0.021000000,15.000000000,0.003185862,0.068395340,0.004326543
2.249985350,0.006004409,0.022500000,15.000000000,0.003869816,0.076126144,0.004683158
2.399979863,0.007287340,0.024000000,15.000000000,0.004631077,0.083998754,0.005029971
2.549972863,0.008736475,0.025500000,15.000000000,0.005471065,0.091992503,0.005366970
2.699964053,0.010362148,0.027000000,15.000000000,0.006390990,0.100089661,0.005694349
2.849953099,0.012174905,0.028500000,15.000000000,0.007391886,0.108275012,0.006012454
2.999939624,0.014185495,0.030000000,15.000000000,0.008474637,0.116535489,0.006321731
3.149923204,0.016404870,0.031500000,15.000000000,0.009639991,0.124859862,0.006622696
3.299903369,0.018844165,0.033000000,15.000000000,0.010888590,0.133238474,0.006915902
3.449879595,0.021514698,0.034500000,15.000000000,0.012220975,0.141663006,0.007201917
3.599851302,0.024427948,0.036000000,15.000000000,0.013637605,0.150126288,0.007481314
3.749817853,0.027595551,0.037500000,15.000000000,0.015138868,0.158622128,0.007754653
3.899778546,0.031029279,0.039000000,15.000000000,0.016725089,0.167145166,0.008022479
4.049732615,0.034741035,0.040500000,15.000000000,0.018396541,0.175690758,0.008285308
4.199679224,0.038742838,0.042000000,15.000000000,0.020153448,0.184254865,0.008543633
4.349617464,0.043046809,0.043500000,15.000000000,0.021995997,0.192833964,0.008797913
4.499546350,0.047665165,0.045000000,15.000000000,0.023924337,0.201424972,0.009048578
4.649464816,0.052610206,0.046500000,15.000000000,0.025938586,0.210025180,0.009296028
4.799371715,0.057894305,0.048000000,15.000000000,0.028038838,0.218632194,0.009540631
4.949265811,0.063529899,0.049500000,15.000000000,0.030225160,0.227243890,0.009782728
5.099145780,0.069529481,0.051000000,15.000000000,0.032497599,0.235858371,0.010022631
5.249010203,0.075905594,0.052500000,15.000000000,0.034856183,0.244473930,0.010260626
5.398857564,0.082670820,0.054000000,15.000000000,0.037300922,0.253089022,0.010496977
5.548686249,0.089837775,0.055500000,15.000000000,0.039831812,0.261702237,0.010731923
5.698494538,0.097419103,0.057000000,15.000000000,0.042448835,0.270312278,0.010965686
5.848280605,0.105427472,0.058500000,15.000000000,0.045151957,0.278917940,0.011198465
5.998042516,0.113875563,0.060000000,15.000000000,0.047941137,0.287518097,0.011430447
6.147778219,0.122776069,0.061500000,15.000000000,0.050816318,0.296111686,0.011661800
6.297485551,0.132141691,0.063000000,15.000000000,0.053777435,0.304697696,0.011892680
6.447162225,0.141985129,0.064500000,15.000000000,0.056824411,0.313275155,0.012123231
6.596805833,0.152319084,0.066000000,15.000000000,0.059957163,0.321843127,0.012353586
6.746413840,0.163156246,0.067500000,15.000000000,0.063175594,0.330400697,0.012583867
6.895983584,0.174509298,0.069000000,15.000000000,0.066479601,0.338946971,0.012814189
7.045512268,0.186390906,0.070500000,15.000000000,0.069869071,0.347481068,0.013044660
7.194996962,0.198813721,0.072000000,15.000000000,0.073343882,0.356002115,0.013275379
7.344434596,0.211790369,0.073500000,15.000000000,0.076903903,0.364509245,0.013506441
7.493821962,0.225333452,0.075000000,15.000000000,0.080548995,0.373001590,0.013737938
7.643155703,0.239455546,0.076500000,15.000000000,0.084279011,0.381478280,0.013969953
7.792432321,0.254169193,0.078000000,15.000000000,0.088093794,0.389938444,0.014202569
7.941648164,0.269486899,0.079500000,15.000000000,0.091993178,0.398381202,0.014435866
8.090799430,0.285421134,0.081000000,15.000000000,0.095976990,0.406805666,0.014669920
8.239882161,0.301984326,0.082500000,15.000000000,0.100045047,0.415210940,0.014904805
8.388892242,0.319188857,0.084000000,15.000000000,0.104197156,0.423596116,0.015140594
8.537825397,0.337047061,0.085500000,15.000000000,0.108433118,0.431960274,0.015377359
8.686677187,0.355571221,0.087000000,15.000000000,0.112752720,0.440302483,0.015615169
8.835443009,0.374773566,0.088500000,15.000000000,0.117155745,0.448621796,0.015854095
8.984118093,0.394666265,0.090000000,15.000000000,0.121641963,0.456917255,0.016094205
9.132697497,0.415261427,0.091500000,15.000000000,0.126211136,0.465187883,0.016335568
9.281176109,0.436571094,0.093000000,15.000000000,0.130863015,0.473432694,0.016578253
9.429548641,0.458607241,0.094500000,15.000000000,0.135597342,0.481650681,0.016822329
9.577809630,0.481381769,0.096000000,15.000000000,0.140413848,0.489840826,0.017067864
9.725953434,0.504906507,0.097500000,15.000000000,0.145312257,0.498002093,0.017314927
9.873974232,0.529193199,0.099000000,15.000000000,0.150292278,0.506133430,0.017563589
10.021866019,0.554253509,0.100500000,15.000000000,0.155353612,0.514233771,0.017813919
10.169622609,0.580099014,0.102000000,15.000000000,0.160495950,0.522302033,0.018065989
10.317237629,0.606741198,0.103500000,15.000000000,0.165718970,0.530337118,0.018319869
10.464704519,0.634191452,0.105000000,15.000000000,0.171022341,0.538337910,0.018575632
10.612016531,0.662461065,0.106500000,15.000000000,0.176405720,0.546303281,0.018833351
10.759166729,0.691561225,0.108000000,15.000000000,0.181868753,0.554232084,0.019093099
10.906147984,0.721503013,0.109500000,15.000000000,0.187411074,0.562123160,0.019354952
11.052952977,0.752297396,0.111000000,15.000000000,0.193032305,0.569975332,0.019618985
11.199574195,0.783955227,0.112500000,15.000000000,0.198732059,0.577787409,0.019885275
11.346003934,0.816487238,0.114000000,15.000000000,0.204509933,0.585558185,0.020153898
11.492234292,0.849904036,0.115500000,15.000000000,0.210365515,0.593286441,0.020424934
11.638257175,0.884216099,0.117000000,15.000000000,0.216298379,0.600970942,0.020698461
11.784064293,0.919433771,0.118500000,15.000000000,0.222308089,0.608610440,0.020974561
11.929647160,0.955567256,0.120000000,15.000000000,0.228394193,0.616203671,0.021253314
12.074997095,0.992626617,0.121500000,15.000000000,0.234556230,0.623749361,0.021534803
12.220105222,1.030621769,0.123000000,15.000000000,0.240793723,0.631246221,0.021819111
12.364962468,1.069562472,0.124500000,15.000000000,0.247106185,0.638692948,0.022106322
12.509559565,1.109458331,0.126000000,15.000000000,0.253493115,0.646088230,0.022396521
12.653887051,1.150318786,0.127500000,15.000000000,0.259953997,0.653430740,0.022689794
12.797935269,1.192153113,0.129000000,15.000000000,0.266488305,0.660719141,0.022986229
12.941694369,1.234970412,0.130500000,15.000000000,0.273095496,0.667952083,0.023285913
13.085154309,1.278779608,0.132000000,15.000000000,0.279775017,0.675128206,0.023588935
13.228304854,1.323589443,0.133500000,15.000000000,0.286526299,0.682246141,0.023895385
13.371135581,1.369408472,0.135000000,15.000000000,0.293348760,0.689304506,0.024205352
13.513635877,1.416245057,0.136500000,15.000000000,0.300241805,0.696301912,0.024518930
13.655794942,1.464107363,0.138000000,15.000000000,0.307204824,0.703236960,0.024836209
13.797601790,1.513003351,0.139500000,15.000000000,0.314237194,0.710108242,0.025157282
13.939045254,1.562940777,0.141000000,15.000000000,0.321338277,0.716914341,0.025482244
14.080113984,1.613927181,0.142500000,15.000000000,0.328507420,0.723653835,0.025811189
14.220796452,1.665969888,0.144000000,15.000000000,0.335743958,0.730325292,0.026144211
14.361080952,1.719075999,0.145500000,15.000000000,0.343047211,0.736927275,0.026481407
14.500955607,1.773252385,0.147000000,15.000000000,0.350416484,0.743458340,0.026822873
14.640408369,1.828505687,0.148500000,15.000000000,0.357851067,0.749917038,0.027168706
